product_code,description,unit_of_measure,unit_price,case_price
PLYS320TW,LUMINUS SMART PAR20 CCT 1/PK 4/CS LUMINUS DEL INTELLIGENTE PAR20 1/PK 4/CS UPC Pack: 059212892026 UPC Case: 059212892033,EACH,8.01,32.04
PLYS510TW,LUMINUS SMART BR30 CCT 1/PK 4/CS LUMINUS DEL INTELLIGENTE BR30 1/PK 4/CS UPC Pack: 059212892064 UPC Case: 059212892071,EACH,9.38,37.52
PLYB1002,LUMINUS LED BASIX 6W A19 2700K1/BLISTER X 12/CASE LUMINUS DEL BASIX 6W A19 2700K1/BLISTER X 12/CASE UPC Pack: 059212880252 UPC Case: 059212880269,EACH,1.18,14.16
PLYB1022,LUMINUS BASIX A15 2700K 2/BOX X 12/CASE LUMINUS BASIX A15 2700K 2/BOITE X 12/CASE UPC Pack: 059212890480 UPC Case: 059212890497,EACH,2.51,30.12
PLYB1052,LUMINUS BASIX A15 5000K 2/BOX X 12/CASE LUMINUS BASIX A15 5000K 2/BOITE X 12/CASE UPC Pack: 059212890503 UPC Case: 059212890510,EACH,2.51,30.12
PLYB1005,LUMINUS LED BASIX 6W A19 5000K1/BLISTER X 12/CASE LUMINUS DEL BASIX 6W A19 5000K1/BLISTER X 12/CASE UPC Pack: 059212880276 UPC Case: 059212880283,EACH,1.18,14.16
PLYB102,LUMINUS LED BASIX A15 2700K 1/BLISTER X 12/CASE LUMINUS DEL BASIX A15 2700K 1/BLISTER X 12/CASE UPC Pack: 059212878730 UPC Case: 059212878747,EACH,1.40,16.80
PLYB102F,LUMINUS BASIX A15 FILAMENT CLEAR 2700K 1/BLISTER X 12/CASE LUMINUS BASIX A15 FILAMENT CLEAR 2700K 1/BLISTER X 12/CASE UPC Pack: 059212890527 UPC Case: 059212890534,EACH,1.76,21.12
PLYB105,LUMINUS LED BASIX A15 5000K 1/BLISTER X 12/CASE LUMINUS DEL BASIX A15 5000K 1/BLISTER X 12/CASE UPC Pack: 059212878778 UPC Case: 059212878785,EACH,1.40,16.80
PLYB105F,LUMINUS BASIX A15 FILAMENT CLEAR 5000K 1/BLISTER X 12/CASE LUMINUS BASIX A15 FILAMENT CLEAR 5000K 1/BLISTER X 12/CASE UPC Pack: 059212890541 UPC Case: 059212890558,EACH,1.76,21.12
PLYB1302,LUMINUS LED BASIX 9W A19 2700K1/BLISTER X 12/CASE LUMINUS DEL BASIX 9W A19 2700K1/BLISTER X 12/CASE UPC Pack: 059212880290 UPC Case: 059212880306,EACH,1.51,18.12
PLYB1302F,LUMINUS LED BASIX FILAMENT 9W A19 2700K1/BLISTER X 12/CASE LUMINUS DEL BASIX FILAMENT 9W A19 2700K1/BLISTER X 12/CASE UPC Pack: 059212892231 UPC Case: 059212892248,EACH,2.11,25.32
PLYB1305,LUMINUS LED BASIX 9W A19 5000K1/BLISTER X 12/CASE LUMINUS DEL BASIX 9W A19 5000K1/BLISTER X 12/CASE UPC Pack: 059212880313 UPC Case: 059212880320,EACH,1.51,18.12
PLYB1305F,LUMINUS LED BASIX FILAMENT 9W A19 5000K1/BLISTER X 12/CASE LUMINUS DEL BASIX FILAMENT 9W A19 5000K1/BLISTER X 12/CASE UPC Pack: 059212892255 UPC Case: 059212892262,EACH,2.11,25.32
PLYB1402,LUMINUS LED BASIX 15W A19 2700K 1/BLISTER X 12/CASE LUMINUS DEL BASIX 15W A19 2700K 1/BLISTER X 12/CASE UPC Pack: 059212889484 UPC Case: 059212889491,EACH,2.23,26.76
PLYB1405,LUMINUS LED BASIX 15W A19 5000K 1/BLISTER X 12/CASE LUMINUS DEL BASIX 15W A19 5000K 1/BLISTER X 12/CASE UPC Pack: 059212889507 UPC Case: 059212889514,EACH,2.23,26.76
PLYB2003,LUMINUS LED BASIX 4.5W GU10 1/BLISTER X 12./CASE LUMINUS DEL BASIX 4.5W GU10 1/BLISTER X 12./CASE UPC Pack: 059212879355 UPC Case: 059212879362,EACH,1.90,22.80
PLYB2005,LUMINUS LED BASIX 4.5W GU10 5K 1/BLISTER X 12/CASE LUMINUS DEL BASIX 4.5W GU10 5K 1/BLISTER X 12/CASE UPC Pack: 059212892293 UPC Case: 059212892309,EACH,1.90,22.80
PLYB20033,LUMINUS BASIX GU10 3000K 3/BOX X 12/CASE LUMINUS BASIX GU10 3000K 3/BOITE X 12/CASE UPC Pack: 059212890664 UPC Case: 059212890671,EACH,5.68,68.16
PLYB2503,LUMINUS LED BASIX 5W MR16 1/BLISTER X 12/CASE LUMINUS DEL BASIX 5W MR16 1/BLISTER X 12/CASE UPC Pack: 059212879478 UPC Case: 059212879485,EACH,2.86,34.32
PLYB3203,LUMINUS LED BASIX 7W PAR20 1/BLISTER X 12/CASE LUMINUS DEL BASIX 7W PAR20 1/BLISTER X 12/CASE UPC Pack: 059212880399 UPC Case: 059212880405,EACH,1.96,23.52
PLYB3205,LUMINUS LED BASIX 7W PAR20 5000K 1/BLISTER X 12/CASE LUMINUS DEL BASIX 7W PAR20 5000K 1/BLISTER X 12/CASE UPC Pack: 059212892279 UPC Case: 059212892286,EACH,1.96,23.52
PLYB32032,LUMINUS BASIX PAR20 3000K 2/BOX X 12/CASE LUMINUS BASIX PAR20 3000K 2/BOITE X 12/CASE UPC Pack: 059212890688 UPC Case: 059212890695,EACH,3.08,36.96
PLYB32036,LUMINUS BASIX PAR20 3000K 6/BOX X 6/CASE LUMINUS BASIX PAR20 3000K 6/BOITE X 6/CASE UPC Pack: 059212890701 UPC Case: 059212890718,EACH,8.70,52.20
PLYB4003,LUMINUS BASIX PAR30 3000K 1/BOX X 12/CASE LUMINUS BASIX PAR30 3000K 1/BOITE X 12/CASE UPC Pack: 059212890725 UPC Case: 059212890732,EACH,3.74,44.88
PLYB5202,LUMINUS LED BASIX 11W BR30 2700K 1/BLISTER X 12/CASE LUMINUS DEL BASIX 11W BR30 2700K 1/BLISTER X 12/CASE UPC Pack: 059212889569 UPC Case: 059212889576,EACH,2.80,33.60
PLYB52022,LUMINUS BASIX BR30 2700K 2/BOX X 6/CASE LUMINUS BASIX BR30 2700K 2/BOITE X 6/CASE UPC Pack: 059212890749 UPC Case: 059212890756,EACH,4.18,25.08
PLYB6112,LUMINUS LED BASIX 4.5W B11 E12 FILAMENT 2700K 1/BLISTER X 12/CASE LUMINUS DEL BASIX 4.5W B11 E12 FILAMENT 2700K 1/BLISTER X 12/CASE UPC Pack: 059212889521 UPC Case: 059212889538,EACH,1.78,21.36
PLYB6112M,LUMINUS LED BASIX 4.5W B11 E26 FILAMENT 2700K 1/BLISTER X 12/CASE LUMINUS DEL BASIX 4.5W B11 E26 FILAMENT 2700K 1/BLISTER X 12/CASE UPC Pack: 059212889545 UPC Case: 059212889552,EACH,1.78,21.36
PLYC102,LUMINUS LED A15 2700K 1/PK x 12/CASE LUMINUS DEL A15 2700K 1/PK x 12/CASE UPC Pack: 059212878754 UPC Case: 059212878761,EACH,1.54,18.48
PLYC10422A,LUMINUS LED 6W 2700K A19 ND 2/PK X 12/CS LUMINUS LDEL 6W 2700K A19 ND 2/PK X 12/CS UPC Pack: 059212876484 UPC Case: 059212876491,EACH,1.97,23.64
PLYC10452A,LUMINUS LED 6W 5000K A19 ND 2/PK X 12/CS LUMINUS DEL 6W 5000K A19 ND 2/PK X 12/CS UPC Pack: 059212876606 UPC Case: 059212876613,EACH,1.97,23.64
PLYC105,LUMINUS LED A15 5000K 1/PK x 12/CASE LUMINUS DEL A15 5000K 1/PK x 12/CASE UPC Pack: 059212878792 UPC Case: 059212878808,EACH,1.54,18.48
PBL123,LUMINUS LED A19 9W/60W 3000K 1/PK X 24/CS LUMINUS LED A19 9W/60W 3000K 1/PQ X 24/CS UPC Pack: 059212895454 UPC Case: 059212895461,EACH,0.35,8.40
PLYC1172,LUMINUS LED OMNI 6W A19 2700K 1/PK x 6/CASE LUMINUS DEL 6W A19 2700K 1/PQ x 6/CS UPC Pack: 059212888388 UPC Case: 059212888395,EACH,1.62,9.72
PLYC1175,LUMINUS LEDOMNI 6W A19 5000K 1/PK x 6/CASE LUMINUS DEL 6W A19 5000K 1/PQ x 6/CS UPC Pack: 059212888401 UPC Case: 059212888418,EACH,1.62,9.72
PLYC13522A,LUMINUS LED 9W 2700K A19 ND 2/PK X 12/CS LUMINUS DEL 9W 2700K A19 ND 2/PK X 12/CS UPC Pack: 059212876729 UPC Case: 059212876736,EACH,2.13,25.56
PLYC135224A,LUMINUS LED BASIX A19 60W 2700K 24/PACK LUMINUS DEL BASIX A19 REGULIER 60W 2700K 24/BOX X 12/CS UPC Pack: 059212890589 UPC Case: 059212890596,EACH,22.77,22.77
PLYC135524A,LUMINUS LED BASIX A19 60W 5000K 24/PACK LUMINUS LED BASIX A19 REGULAR 60W 5000K 24/BOX X 12/CS UPC Pack: 059212890602 UPC Case: 059212890619,EACH,22.77,22.77
PLYC13524A,LUMINUS LED 9W 2700K A19 ND 4/PK X 6/CS LUMINUS DEL 9W 2700K A19 ND 4/PK X 6/CS UPC Pack: 059212876767 UPC Case: 059212876774,EACH,4.21,25.26
PLYC13526A,LUMINUS LED 9W 2700K A19 ND 6/PK X 6/CS LUMINUS DEL 9W 2700K A19 ND 6/PK X 6/CS UPC Pack: 059212876804 UPC Case: 059212876811,EACH,6.29,37.74
PLYC1352A,LUMINUS LED 9W 2700K A19 ND 1/PK X 12/CS LUMINUS DEL 9W 2700K A19 ND 1/PK X 12/CS UPC Pack: 059212876682 UPC Case: 059212876699,EACH,1.18,14.16
PLYC13552A,LUMINUS LED 9W 5000K A19 ND 2/PK X 12/CS LUMINUS DEL 9W 5000K A19 ND 2/PK X 12/CS UPC Pack: 059212876927 UPC Case: 059212876934,EACH,2.13,25.56
PLYC13554A,LUMINUS LED 9W 5000K A19 ND 4/PK X 6/CS LUMINUS DEL 9W 5000K A19 ND 4/PK X 6/CS UPC Pack: 059212876965 UPC Case: 059212876972,EACH,4.21,25.26
PLYC13556A,LUMINUS LED 9W 5000K A19 ND 6/PK X 6/CS LUMINUS DEL 9W 5000K A19 ND 6/PK X 6/CS UPC Pack: 059212877009 UPC Case: 059212877016,EACH,6.29,37.74
PLYC1355A,LUMINUS LED 9W 5000K A19 ND 1/PK X 12/CS LUMINUS DEL 9W 5000K A19 ND 1/PK X 12/CS UPC Pack: 059212876880 UPC Case: 059212876897,EACH,1.18,14.16
PLYC1806,LUMINUS A21 BATTERY BACKUP 3HRS ND 9W 2700K 1/PK X 6/CS LUMINUS A21 AMPOULE DE SECOURS 3HRS ND 9W 2700K 1/PK X 6/CS UPC Pack: 059212894204 UPC Case: 059212894211,EACH,8.18,49.08
PLYC3243,LUMINUS LED 7W PAR20 3000K 2/PK X 24/TRAY LUMINUS DEL 7W PAR20 3000K 2/PK X 24/TRAY UPC Pack: 059212875869 UPC Case: 059212875876,EACH,2.99,71.76
PLYC5294,LUMINUS G5 LED 8W BR30 ECO 2700K 4/PK X 4/CASE(440234/1012199) LUMINUS G5 DEL 8W BR30 ECO 2700K 4/PK X 4/CS UPC Pack: 059212875104 UPC Case: 059212875111,EACH,7.70,30.80
PLYC5295,LUMINUS LED 8W BR30 5000K 4/PK X 4/CASE LUMINUS DEL 8W BR30 5000K 4/PK X 4/CS UPC Pack: 059212881976 UPC Case: 059212881983,EACH,7.70,30.80
PLYC3296,LUMINUS LED 7W PAR20 3000K 6/PK X 4/CASE(1045087/440281) LUMINUS DEL 7W PAR20 3000K 6/PK X 4/CS(1045087/440281) UPC Pack: 059212875913 UPC Case: 059212875920,EACH,8.96,35.84
PLYC13521A,LUMINUS LED 9W 2700K A19 ND 10/PK X 4/CS (1079491) LUMINUS DEL 9W 2700K A19 ND 10/PK X 4/CS UPC Pack: 059212876842 UPC Case: 059212876859,EACH,10.39,41.56
PLYC13551A,LUMINUS LED 9W 5000K A19 ND 10/PK X 4/CS LUMINUS DEL 9W 5000K A19 ND 10/PK X 4/CS UPC Pack: 059212877047 UPC Case: 059212877054,EACH,10.39,41.56
PLF1142,LUMINUS LED 4.5W A19 FIL 1/BOX X 6/CASE LUMINUS DEL 4.5W A19 FIL 1/BOX X 6/CASE UPC Pack: 059212879812 UPC Case: 059212879829,EACH,2.03,12.18
PLF1222,LUMINUS LED 7.5W A19 FIL 1/BOX X 6/CASE LUMINUS DEL 7.5W A19 FIL 1/BOX X 6/CASE UPC Pack: 059212879959 UPC Case: 059212879966,EACH,2.29,13.74
PLF1522,LUMINUS LED 4.5W G25 FIL 1/BOX X 6/CASE LUMINUS DEL 4.5W G25 FIL 1/BOX X 6/CASE UPC Pack: 059212879997 UPC Case: 059212880009,EACH,2.52,15.12
PLF1522W,LUMINUS LED 4.5W G25 FILAMENT WHITE 2700K 1/PK X 6/CASE LUMINUS DEL 4.5W G25 FILAMENT BLANC 2700K 1/PK X 6/CASE UPC Pack: 059212889187 UPC Case: 059212889194,EACH,2.69,16.14
PLF1542,LUMINUS LED 7.5W G25 FIL 1/BOX X 6/CASE LUMINUS DEL 7.5W G25 FIL 1/BOX X 6/CASE UPC Pack: 059212880016 UPC Case: 059212880023,EACH,3.28,19.68
PLF1602,LUMINUS LED G16 FIL E26 2700K 1/PK X 6/CASE LUMINUS DEL G16 FIL E26 2700K 1/PQ X 6/CS UPC Pack: 059212885363 UPC Case: 059212885370,EACH,2.10,12.60
PLF1612,LUMINUS LED G16 FIL E12 2700K 1/PK X 6/CASE LUMINUS DEL G16 FIL E12 2700K 1/PQ X 6/CS UPC Pack: 059212885387 UPC Case: 059212885394,EACH,2.10,12.60
PLF6112,LUMINUS LED 4W B11 E12 BASE FIL 1/BOX X 6/CASE LUMINUS DEL 4W B11 E12 BASE FIL 1/BOX X 6/CS UPC Pack: 059212880030 UPC Case: 059212880047,EACH,1.91,11.46
PLF6112F,LUMINUS LED 4W B11 E12 BASE FIL FL 1/BOX X 6/CASE LUMINUS DEL 4W B11 E12 BASE FIL FL 1/BOX X 6/CASE UPC Pack: 059212880078 UPC Case: 059212880085,EACH,1.99,11.94
PLF6112M,LUMINUS LED 4W B11 E26 BASE FIL 1/BOX X 6/CASE LUMINUS DEL 4W B11 E26 BASE FIL 1/BOX X 6/CASE UPC Pack: 059212880054 UPC Case: 059212880061,EACH,2.01,12.06
PLF6112MF,LUMINUS LED 4W B11 E26 BASE FIL FL 1/BOX X 6/CASE LUMINUS DEL 4W B11 E26 BASE FIL FL 1/BOX X 6/CASE UPC Pack: 059212880092 UPC Case: 059212880108,EACH,2.10,12.60
PLF6115,LUMINUS LED 4W B11 E12 FILAMENT 5000K 1/PK X 6/CASE LUMINUS DEL 4W B11 E12 FILAMENT 5000K 1/PK X 6/CASE UPC Pack: 059212886766 UPC Case: 059212886773,EACH,1.91,11.46
PLF6502,LUMINUS LED 500LM B11 FIL E12 2700K 1/PK X 6/CASE LUMINUS DEL 500LM B11 FIL E12 2700K 1/PQ X 6/CS UPC Pack: 059212885288 UPC Case: 059212885295,EACH,2.50,15.00
PLF6502F,LUMINUS LED 500LM B11 FIL E12 FL 2700K 1/PK X 6/CASE LUMINUS DEL 500LM B11 FIL E12 FL 2700K 1/PQ X 6/CS UPC Pack: 059212885301 UPC Case: 059212885318,EACH,2.54,15.24
PLF6502M,LUMINUS LED 500LM B11 FIL E26 2700K 1/PK X 6/CASE LUMINUS DEL 500LM B11 FIL E26 2700K 1/PQ X 6/CS UPC Pack: 059212885325 UPC Case: 059212885332,EACH,2.47,14.82
PLF6502MF,LUMINUS LED 500LM B11 FIL E26 FL 2700K 1/PK X 6/CASE LUMINUS DEL 500LM B11 FIL E26 FL 2700K 1/PQ X 6/CS UPC Pack: 059212885349 UPC Case: 059212885356,EACH,2.52,15.12
PLF905,LUMINUS LED S14 5000K 1/PK X 12/CASE LUMINUS DEL S14 5000K 1/PK X 12/CS UPC Pack: 059212883956 UPC Case: 059212883963,EACH,1.24,14.88
PLYC1252,LUMINUS LED 9.5W OMNI A19 2700K DIM 1/BOX X 6/CASE LUMINUS LED 9.5W OMNI A19 2700K DIM 1/BOX X 6/CASE UPC Pack: 059212879034 UPC Case: 059212879041,EACH,1.74,10.44
PLYC12522,LUMINUS LED 9.5W OMNI A19 2700K DIM 2/BOX X 6/CASE LUMINUS LED 8.5W OMNI A19 2700K DIM 2/BOX X 6/CASE UPC Pack: 059212879058 UPC Case: 059212879065,EACH,3.30,19.80
PLYC1255,LUMINUS LED 9.5W OMNI A19 5000K DIM 1/BOX X 6/CASE LUMINUS DEL 8.5W OMNI A19 5000K DIM 1/BOX X 6/CASE UPC Pack: 059212879133 UPC Case: 059212879140,EACH,1.74,10.44
PLYC12552,LUMINUS LED 9.5W OMNI A19 5000K DIM 2/BOX X 6/CASE LUMINUS DEL 8.5W OMNI A19 5000K DIM 2/BOX X 6/CASE UPC Pack: 059212879157 UPC Case: 059212879164,EACH,3.30,19.80
PLYC12653,LUMINUS LED A19 9W 5000K OMNI ND 3/PK X 12/CASE LUMINUS DEL A19 9W NON-DIM OMNI 5000K 3/PAQUET 12/CS UPC Pack: 059212890084 UPC Case: 059212890091,EACH,3.27,39.24
PLYC12623,LUMINUS LED A19 9W 2700K OMNI ND 3/PK X 12/CASE LUMINUS DEL A19 9W NON-DIM OMNI 2700K 3/PAQUET 12/CS UPC Pack: 059212890060 UPC Case: 059212890077,EACH,3.27,39.24
PLYC1422,LUMINUS LED 20W A21 2700K 1/PK X 6/CASE LUMINUS DEL 20W A21 2700K 1/PQ X 6/CS UPC Pack: 059212884304 UPC Case: 059212884311,EACH,7.21,43.26
PLYC1425,LUMINUS LED 20W A21 5000K 1/PK X 6/CASE LUMINUS DEL 20W A21 5000K 1/PQ X 6/CS UPC Pack: 059212884328 UPC Case: 059212884335,EACH,7.21,43.26
PLYC1435,LUMINUS LED 15W A19 5000K 1/PK X 6/CASE LUMINUS LED 15W A19 5000K 1/PK X 6/CASE UPC Pack: 059212887381 UPC Case: 059212887398,EACH,2.01,12.06
PLYC14322,LUMINUS LED 15W A19 2700K 2/PK X 6/CASE (1277607) LUMINUS DEL 15W A19 2700K 2/PQ X 6/CS UPC Pack: 059212887367 UPC Case: 059212888517,EACH,3.90,23.40
PLYC14352,LUMINUS LED 15W A19 5000K 2/PK X 6/CASE (1285832) LUMINUS DEL 15W A19 5000K 2/PQ X 6/CS UPC Pack: 059212887404 UPC Case: 059212888555,EACH,3.90,23.40
PLYC1442,LUMINUS LED 19w 3WAY A21 2700K 1/PK X 6/CS LUMINUS DEL19w A21 3 INTENSITES 2700K 1/PQ X 6/CS UPC Pack: 059212884663 UPC Case: 059212884670,EACH,7.76,46.56
PLYC1903A,LUMINUS LED 3.5W G9 3000K NON-DIM 1/PK X 12/CASE LUMINUS DEL 3.5W G9 3000K 1/PQ X 12/CS UPC Pack: 059212891364 UPC Case: 059212891371,EACH,5.09,61.08
PLYC1993,LUMINUS LED 0.75 W NONDIM C7 CLEAR 2700K 2/BOX X 12/CASE LUMINUS DEL 0.75 W NONREG C7 CLEAR 2700K 2/BOX X 12/CASE UPC Pack: 059212891432 UPC Case: 059212891449,EACH,1.97,23.64
PLYC1993W,LUMINUS LED 0.75 W NONDIM C7 WHITE 2700K 2/BOX X 12/CASE LUMINUS DEL 0.75 W NONREG C7 BLANC 2700K 2/BOX X 12/CASE UPC Pack: 059212891401 UPC Case: 059212891425,EACH,2.03,24.36
PLYC2233,LUMINUS LED 4.5W GU10 3000K 1/PK x 6/CASE LUMINUS DEL GU10 4.5 3000K 1/PQ x 6/CS UPC Pack: 059212885707 UPC Case: 059212885714,EACH,1.90,11.40
PLYC24332,LUMINUS LED 7W GU10 3000K 2/PK x 12/CASE LUMINUS DEL GU10 7W 3000K 2/PQ x 12/CS UPC Pack: 059212885882 UPC Case: 059212885899,EACH,3.30,39.60
PLYC24336,LUMINUS LED 7W GU10 3000K 6/PK x 6/CASE LUMINUS DEL GU10 7W 3000K 6/PQ x 6/CS UPC Pack: 059212885905 UPC Case: 059212885912,EACH,5.23,31.38
PLYC2435,LUMINUS LED 7W GU10 5000K 1/PK x 6/CASE LUMINUS DEL GU10 7W 5000K 1/PQ x 6/CS UPC Pack: 059212885745 UPC Case: 059212885752,EACH,2.00,12.00
PLYC2553,LUMINUS LED 4.5W MR16 3000K 1/PK x 6/CASE LUMINUS DEL MR16 4.5 3000K 1/PQ x 6/CS UPC Pack: 059212885769 UPC Case: 059212885776,EACH,2.80,16.80
PLYC2653,LUMINUS LED 7W MR16 3000K 1/PK x 6/CASE LUMINUS DEL MR16 7W 3000K 1/PQ x 6/CS UPC Pack: 059212885783 UPC Case: 059212885790,EACH,2.89,17.34
PLYC2655,LUMINUS LED 7W MR16 5000K 1/PK x 6/CASE LUMINUS DEL MR16 7W 5000K 1/PQ x 6/CS UPC Pack: 059212885806 UPC Case: 059212885813,EACH,2.89,17.34
PLYC2853,LUMINUS LED 4.5W PAR16 3000K 1/PK x 6/CASE LUMINUS DEL PAR16 4.5 3000K 1/PQ x 6/CS UPC Pack: 059212885820 UPC Case: 059212885837,EACH,1.96,11.76
PLYC2953,LUMINUS LED 7W PAR16 3000K 1/PK x 6/CASE)1220827) LUMINUS DEL PAR16 7W 3000K 1/PQ x 6/CS UPC Pack: 059212885844 UPC Case: 059212885851,EACH,2.16,12.96
PLYC2955,LUMINUS LED 7W PAR16 5000K 1/PK x 6/CASE LUMINUS DEL PAR16 7W 5000K 1/PQ x 6/CS UPC Pack: 059212885868 UPC Case: 059212885875,EACH,2.16,12.96
PLYC1712,LUMINUS LED 11W OMNI A19 2700K DIM 1/BOX X 6/CASE LUMINUS DEL 11W OMNI A19 2700K DIM 1/BOX X 6/CASE UPC Pack: 059212879171 UPC Case: 059212879188,EACH,2.47,14.82
PLYC1715,LUMINUS LED 11W OMNI A19 5000K DIM 1/BOX X 6/CASE LUMINUS DEL 11W OMNI A19 5000K DIM 1/BOX X 6/CASE UPC Pack: 059212879195 UPC Case: 059212879201,EACH,2.47,14.82
PLYC3213,LUMINUS G5 LED 7W PAR20 NFL 3000K 1/PK X 6/CASE(1045069/2003213) LUMINUS G5 DEL 7W PAR20 NFL 3000K 1/PK X 6/CS UPC Pack: 059212874862 UPC Case: 059212874879,EACH,1.98,11.88
PLYC3223,LUMINUS G5 LED 7W PAR20 FL 3000K 1/PK X 6/CASE (1012159) LUMINUS G5 DEL 7W PAR20 FL 3000K 1/PK X 6/CS UPC Pack: 059212874886 UPC Case: 059212874893,EACH,1.98,11.88
PLYC3225,LUMINUS G5 LED 7W PAR20 FL 5000K 1/PK X 6/CASE LUMINUS G5 DEL 7W PAR20 FL 5000K 1/PK X 6/CS UPC Pack: 059212874909 UPC Case: 059212874916,EACH,1.98,11.88
PLYC3722,LUMINUS G5 LED 7W R20 2700K 1/PK X 6/CASE (1012162) LUMINUS G5 DEL 7W R20 2700K 1/PK X 6/CS UPC Pack: 059212874947 UPC Case: 059212874954,EACH,1.87,11.22
PLYC3725,LUMINUS G5 LED 7W R20 5000K 1/PK X 6/CASE (1012189) LUMINUS G5 DEL 7W R20 5000K 1/PK X 6/CS UPC Pack: 059212874961 UPC Case: 059212874978,EACH,1.87,11.22
PLYC4153,LUMINUS LED PAR30 NFL 3000K 1/PK X 6/CASE LUMINUS DEL PAR30 FAIS ETR 3000K 1/PK X 6/CS UPC Pack: 059212883284 UPC Case: 059212883291,EACH,3.64,21.84
PLYC4163,LUMINUS LED PAR30 FL 3000K 1/PK X 6/CASE LUMINUS DEL PAR30 PROJ 3000K 1/PK X 6/CS UPC Pack: 059212883314 UPC Case: 059212883321,EACH,3.48,20.88
PLYC4165,LUMINUS LED PAR30 FL 5000K 1/PK X 6/CASE LUMINUS DEL PAR30 PROJ 5000K 1/PK X 6/CS UPC Pack: 059212883345 UPC Case: 059212883352,EACH,3.48,20.88
PLYC4433,LUMINUS LED 11W PAR30 SN NFL 3000K 1/PK x 6/CASE LUMINUS DEL PAR30 11W SN NFL 3000K 1/PQ x 6/CS UPC Pack: 059212885660 UPC Case: 059212885677,EACH,4.14,24.84
PLYC4443,LUMINUS LED 11W PAR30 SN FL 3000K 1/PK x 6/CASE LUMINUS DEL PAR30 11W SN FL 3000K 1/PQ x 6/CS UPC Pack: 059212885684 UPC Case: 059212885691,EACH,4.14,24.84
PLYC4533,LUMINUS LED 15W PAR38 NFL 1/BOX X 6/CASE LUMINUS DEL 15W PAR38 NFL 1/BOX X 6/CASE UPC Pack: 059212880412 UPC Case: 059212880429,EACH,5.51,33.06
PLYC4543,LUMINUS LED 15W PAR38 FL 1/BOX X 6/CASE LUMINUS DEL 15W PAR38 FL 1/BOX X 6/CASE UPC Pack: 059212880436 UPC Case: 059212880443,EACH,5.51,33.06
PLYC4545,LUMINUS LED 15W PAR38 FL 5000K 1/BOX X 6/CASE LUMINUS DEL 15W PAR38 FL 5000K 1/BOX X 6/CASE UPC Pack: 059212880450 UPC Case: 059212880467,EACH,5.51,33.06
PLYC5232,LUMINUS G5 LED 11W BR30 2700K 1/PK X 6/CASE (1012194) LUMINUS G5 DEL 11W BR30 2700K 1/PK X 6/CS UPC Pack: 059212875029 UPC Case: 059212875036,EACH,2.89,17.34
PLYC5235,LUMINUS G5 LED 11W BR30 5000K 1/PK X 6/CASE (173744/1012197) LUMINUS G5 DEL 11W BR30 5000K 1/PK X 6/CS UPC Pack: 059212875043 UPC Case: 059212875050,EACH,2.89,17.34
PLYC5732,LUMINUS G5 LED 17W BR40 2700K 1/PK X 6/CASE (1012200/2005732) LUMINUS G5 DEL 17W BR40 2700K 1/PK X 6/CS UPC Pack: 059212875067 UPC Case: 059212875074,EACH,4.54,27.24
PLYC5735,LUMINUS G5 LED 17W BR40 5000K 1/PK X 6/CASE (1012203) LUMINUS G5 DEL 17W BR40 5000K 1/PK X 6/CS UPC Pack: 059212875081 UPC Case: 059212875098,EACH,4.54,27.24
PLFV1142,LUMINUS LED 4.5W A19 VINTAGE 1/BOX X 6/CASE LUMINUS DEL 4.5W A19 VINTAGE 1/BOX X 6/CASE UPC Pack: 059212880139 UPC Case: 059212880146,EACH,2.38,14.28
PLFV1222,LUMINUS LED 7W A19 VINTAGE 1/BOX X 6/CASE LUMINUS DEL A19 VINTAGE 1/BOX X 6/CASE UPC Pack: 059212886681 UPC Case: 059212891067,EACH,2.93,17.58
PLFV1552,LUMINUS LED 5W G40 VINTAGE 1/BOX X 6/CASE LUMINUS DEL 5W G40 VINTAGE 1/BOX X 6/CASE UPC Pack: 059212880153 UPC Case: 059212880160,EACH,5.40,32.40
PLFV6112F,LUMINUS LED 4W B11 E12 VINTAGE FL 1/BOX X 6/CASE LUMINUS DEL 4W B11 E12 VINTAGE FL 1/BOX X 6/CASE UPC Pack: 059212880191 UPC Case: 059212880207,EACH,1.94,11.64
PLFV6112MF,LUMINUS LED 4W B11 E26 VINTAGE FL 1/BOX X 6/CASE LUMINUS DEL 4W B11 E26 VINTAGE FL 1/BOX X 6/CASE UPC Pack: 059212880214 UPC Case: 059212880221,EACH,1.99,11.94
PLFV902,LUMINUS LED VINTAGE S14 2200K 1/PK X 12/CASE UPC Pack: 059212883932 UPC Case: 059212883949,EACH,1.40,16.80
PLFV9022,LUMINUS LED 5W ST19 VINTAGE 1/BOX X 6/CASE LUMINUS DEL 5W ST19 VINTAGE 1/BOX X 6/CASE UPC Pack: 059212880115 UPC Case: 059212880122,EACH,3.30,19.80
PLFV9032,LUMINUS LED 5W T10 VINTAGE 1/BOX X 6/CASE LUMINUS DEL 5W T10 VINTAGE 1/BOX X 6/CASE UPC Pack: 059212880177 UPC Case: 059212880184,EACH,4.66,27.96
PLYC135A,LUMINUS LED A19 AMBER 1/PK X 6/CASE LUMINUS DEL A19 AMBRE 1/PK X 6/CS UPC Pack: 059212882584 UPC Case: 059212882591,EACH,2.34,14.04
